ID Ticket GENERGY ;ID Ticket OCEANE;App;Description;Acteur;Périmètre ;Statut;Priorité;Actions réalisés;Date d'ouverture;Date de résolution;Durée de résolution;ID Jira
INC001010961694;2512K27406;Parc;Problème Marine;Mariem Hammami;Support VIO;Résolu;P3;L’investigation a été effectuée;10/11/2025;11/12/2025 00:00;✅ Résolu en 23 jours;
INC001010946366;2512H51825;Parc;Dans le cadre d'une mise à jour du SI et du traitement des portabilités, j'aurai besoin d'un recensement de tous les parcs actifs sur les offres de gros : DSL/ DGT et VG et Pour la Porta HD;Akram Sahli ;Support VIO;Résolu;P4;"Nous avons bien pris en compte votre demande concernant l’extraction de l’ensemble des parcs actifs sur les offres de gros : DSL, DGT, VG ainsi que pour la Porta HD. 
Vous trouverez ci-joint le lien contenant l’ensemble des fichiers demandés. 
https://tf.orange.com/d/22ba85b2ddcf4b7e93f6/ ";02/12/2025;04/12/2025;✅ Résolu en 2 jours;
INC001010954206;2512J75412;Parc;J'ai besoin du parc d'accès du client CEGETEL // code ariane OC : 00SFR1 // codes offre : FTTH_ZMD_MO (BRAM), FTTH_ZTD_V, FTTH_ZTD_BD_V, FTTH_ZMD_V (accès passifs) // OI : Orange & RIP orange;Akram Sahli ;Support VIO;Résolu;P3;"Nous avons bien pris en compte votre demande concernant l’extraction de l’ensemble des parcs d'accès du client CEGETEL // code ariane OC : 00SFR1 // codes offre : FTTH_ZMD_MO (BRAM), FTTH_ZTD_V, FTTH_ZTD_BD_V, FTTH_ZMD_V (accès passifs)
Vous trouverez ci-joint le lien contenant l’ensemble des fichiers demandés.
https://tf.orange.com/d/cfa26ff479454739bc96/";09/12/2025;10/12/2025;✅ Résolu en 1 jour;
;2512L11587;Vigie;[VIGIE_VI] / [SMC4, BRONZE, SOX] / [REMCOLL_NOOPI_JOB / ENDED_NOT_OK / JU.VIG.SYN.FOP ] : [NOOPI : le job JU.VIG.SYN.FOP (WORKFLOW : W.VIG.SYN.FOP.D.WS01, RUNID : 1620800468, CLIENTNUM : 1123 ) s est termine dans l etat ENDED_NOT_OK a 00:35:34.];Akram Sahli ;Support VIO;Résolu;P4;"Bonjour,
L’incident a été rétabli le lendemain.
La synchronisation des données du 13/12 a bien été effectuée avec succès, sans impact résiduel constaté.";12/12/2025;18/12/2025 00:00;✅ Résolu en 4 jours;
;2512L01771;Sagic;[SAGIC] / [SMC3, ARGENT] / [OBV_APP_FILE_STRING / MatchingLine / /opt/application/vi1was/current/logs/sagic_servlet.log_SQLException_Servlet ] : [/opt/application/vi1was/current/logs/sagic_servlet.log contain SQLException_Servlet - Historique Observabilite It];Mariem Hammami;Support VIO;Résolu;P3;"Voir avec la MOE si le problème est récurrent. Dans ce cas, ouvrir un ticket JIRA pour correction ; sinon, il s’agit d’un incident ponctuel lié à ProcessCrArtemis lors d’un problème de connexion à la base SAGIC le 12/12.";12/12/2025;19/01/1900;✅ Résolu en < 1 jour;
;2512K66016;Parc;[PARC VIO] / [SMC4, BRONZE, SOX] / [OBV_APP_FILE / Size / /var/opt/data/flat/viapar/files/extract/PROXIMA_202-.zip ] : [L'indicateur est au dessous du seuil pendant plus de 30m (797) - Historique Observabilite It];Akram Sahli ;Support VIO;Résolu;P3;"Bonjour,
Après vérification, le volume des données générées semble conforme et ne présente pas d’anomalie particulière.
Concernant le fichier PROXIMA_20251211_001.parc.zip (taille < 1 Mo), celui-ci a été généré manuellement par l’équipe N3 dans le cadre de tests d’accès";11/12/2025;18/12/2025;✅ Résolu en 5 jours;
;2512N01311;Fop ;Description initiale du ticket: [FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [OBV_MQS_QUEUE / DepthPercent / OPVIOAS011-OPVIOAS011.QL.FOP.DESCENTE.ERREUR.RECI] : [L'indicateur est au dessus du seuil pendant plus de 2m (100) - Historique Observabilite It];Mariem Hammami;Support VIO;Résolu;P2;"Intervention de l’équipe Infrastructure avec augmentation du MAXDEPTH de la file MQ
OPVIOAS011.QL.FOP.DESCENTE.ERREUR.RECI de 10 000 à 30 000, permettant la levée de l’alarme.
Recommandation :
Compte tenu du dysfonctionnement du module IHM FOP et de l’ancienneté des messages en erreur, il est recommandé de procéder à une suppression manuelle des messages, après accord.";19/12/2025;19/12/2025;✅ Résolu en < 1 jour;
;2512P58372;Fop ;"
[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF04_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF04_WARN'. 1 <= 1.00 <= 2147483646]
";Mariem Hammami;Support VIO;Résolu;P3;Commande désormais débloquée;26/12/2025;29/12/2025;✅ Résolu en 1 jour;
;2512O91480;Fop ;"
[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF04_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF04_WARN'. 1 <= 1.00 <= 2147483646]
";Mariem Hammami;Support VIO;Résolu;P3;Commande désormais débloquée;26/12/2025;29/12/2025;✅ Résolu en 1 jour;
;2512O96520;Fop ;"
[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF04_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF04_WARN'. 1 <= 1.00 <= 2147483646]
";Mariem Hammami;Support VIO;Résolu;P3;Commande désormais débloquée;26/12/2025;29/12/2025;✅ Résolu en 1 jour;
;2512P64218;Fop ;"
[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF04_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF04_WARN'. 1 <= 1.00 <= 2147483646]
";Mariem Hammami;Support VIO;Résolu;P3;Commande désormais débloquée;29/12/2025;30/12/2025;✅ Résolu en 1 jour;
;2512P79331;Fop ;"
[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF04_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF04_WARN'. 1 <= 1.00 <= 2147483646]
";Mariem Hammami;Support VIO;Résolu;P3;Commande désormais débloquée;29/12/2025;30/12/2025;✅ Résolu en 1 jour;
;2512P59443;Fop ;résiloation des GTR;Mariem Hammami;Support VIO;Résolu;P3;"Bonjour thierry, 

Suite à ta demande, je te confirme que je viens de résilier manuellement 120 GTR liées à des accès déjà résiliés avec un type de résiliation 98.
Je te joins donc l’ID parc ainsi que le support FT des accès concernés.";29/12/2025;30/12/2025;✅ Résolu en 1 jour;
INC001010954206;2601R59174;Parc;J'ai besoin du parc d'accès du client CEGETEL // code ariane OC : 00SFR1 // codes offre : FTTH_ZMD_MO (BRAM), FTTH_ZTD_V, FTTH_ZTD_BD_V, FTTH_ZMD_V (accès passifs) // OI : Orange & RIP orange;Mariem Hammami;Support VIO;Résolu;P3;"Nous avons bien pris en compte votre demande concernant l’extraction de l’ensemble des parcs d'accès du client CEGETEL // code ariane OC : 00SFR1 // codes offre : FTTH_ZMD_MO (BRAM), FTTH_ZTD_V, FTTH_ZTD_BD_V, FTTH_ZMD_V (accès passifs)
Vous trouverez ci-joint le lien contenant l’ensemble des fichiers demandés.
https://tf.orange.com/d/cfa26ff479454739bc96/";06/01/2026;08/01/2026;✅ Résolu en 2 jours;
;2601T35565;Parc;Mise à jour d'extractions de parcs CEGETEL // code ariane 00SFR1 // codes offres : FTTH_ZMD_MO, FTTH_ZTD_V, FTTH_ZTD_BD_V, FTTH_ZMD_V ). Les fichiers devront être restitués par transfert car parcs très volumineux (cf fichier modèle ci-joint);Mariem Hammami;Support VIO;Résolu;P3;"Je vous confirme que le nécessaire a été fait dans le ticket suivant 2601R59174. J’avais déjà fourni le lien des extractions à @SIRIEIX Laurent OW/OWF/DECO la semaine dernière.
";12/01/2026;12/01/2026;✅ Résolu en < 1 jour;
;2601S73988;Parc;Initial ticket description: PROXIMA ne recoit plus la donnee LongueurPB-PTO via les fichiers delta parc;Mariem Hammami;Support VIO;Résolu;P3;"Vu avec Grafic, le champ LONGUEUR_PB_PTO est renseigné par Grafic et n’est pas obligatoire. Il est parfois envoyé avec une valeur et parfois à null. Le comportement est normal côté Grafic ; par conséquent, côté Parc VIO, aucune modification n’est à prévoir.";"

09/01/2026";13/01/2026;✅ Résolu en < 1 jour;
;2601T21711;Sagic;[SAGIC] / [SMC3, ARGENT] / [REMCOLL_NOOPI_JOB / ENDED_NOT_OK / JU.VI1.MAJ.EDS ] : [NOOPI : le job JU.VI1.MAJ.EDS (WORKFLOW : W.VI1.MAJ.EDS.J.WS01, RUNID : 1651539650, CLIENTNUM : 1123 ) s est termine dans l etat ENDED_NOT_OK a 14:00:08.] ;Akram Sahli ;Support VIO;Résolu;P3;L'exécution de ce job est récente, et celui-ci s'est terminé avec succès (ENDED_OK) le 18/01/2026. Si le problème devait se reproduire, une investigation complémentaire sera nécessaire afin d'anticiper et d'éviter toute difficulté future.;11/01/2026;19/01/2026;✅ Résolu en 5 jours;
;2601W34141;Sagic;probleme de préfixe à tort dans EKO - nosper 5818787 - ND 0240030004 - commande 403362381;Mariem Hammami;Support VIO;Résolu;P3;SAGIC se comporte conformément au contrat. L’anomalie provient du fichier transmis par Nosper.;11/01/2026;23/01/2026;✅ Résolu en 9 jours;
; 2601Y22008;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF04_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF04_WARN'. 1 <= 1.00 <= 2147483646] ;Mariem Hammami;Support VIO;Résolu;P3;Commande désormais débloquée;26/01/2026;26/01/2026;✅ Résolu en < 1 jour;
;2601Y22217;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF06_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF06_WARN'. 1 <= 1.00 <= 2147483646] ;Akram Sahli ;Support VIO;Résolu;P3;Commande désormais débloquée;26/01/2026;29/01/2026;✅ Résolu en 3 jours;
;2602A65664;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF06_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF06_WARN'. 1 <= 1.00 <= 2147483646] ;Akram Sahli ;Support VIO;Résolu;P3;Commande désormais débloquée;02/02/2026;02/02/2026;✅ Résolu en < 1 jour;
;2602A65489;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF04_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF04_WARN'. 1 <= 1.00 <= 2147483646] ;Akram Sahli ;Support VIO;Résolu;P3;Commande désormais débloquée;02/02/2026;02/02/2026;✅ Résolu en < 1 jour;
;2602C10971;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF02_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF02_WARN'. 1 <= 1.00 <= 2147483646] ;Akram Sahli ;Support VIO;Résolu;P3;Commande désormais débloquée;06/02/2026;06/02/2026;✅ Résolu en < 1 jour;
;2602C11118;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF04_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF04_WARN'. 1 <= 1.00 <= 2147483646] ;Akram Sahli ;Support VIO;Résolu;P3;Commande désormais débloquée;06/02/2026;06/02/2026;✅ Résolu en < 1 jour;
;2602C78379;Fop ;Description initiale du ticket: [FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idCFT_CMD_STR_Transfers_ERROR ] : [CFT : 1 transfert(s) en erreur - dernier: Part=LTN DTSA=SFK IDF=FOPLTN01 IDT=B0909295 Diags=405.];Mariem Hammami;Support VIO;Résolu;P3;"

Bonjour,
Après investigation , j’ai constaté que le dernier fichier transmis à l’opérateur LTI TELECOM date de 2018.

Depuis cette date, les notifications relatives aux accès ne sont plus envoyées de manière régulière, comme le montre la capture ci-jointe (plusieurs fichiers en statut erreur).

Il est probable que ce dysfonctionnement soit lié à un changement intervenu du côté de l’opérateur, notamment au niveau de leur configuration CFT.";09/02/2026;16/02/2026;✅ Résolu en 5 jours;
;2602G10915;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF04_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF04_WARN'. 1 <= 1.00 <= 2147483646] ;Akram Sahli ;Support VIO;Résolu;P3;Commande désormais débloquée;17/02/2026;17/02/2026;✅ Résolu en < 1 jour;
;2602G12199;Sagic;ND = 0494359821- IC Sagic = 403518982 ;Mariem Hammami;Support VIO;Résolu;P2;"Bonjour,

@Pampa  (@BEN KILANI Radhia SOFRECOM) , Oui, effectivement, j’ai constaté une anomalie qui doit être corrigée.
Dans le cas contraire, nous risquons de rencontrer le même souci côté Pampa lors de l’extraction des fichiers Porta.

Après analyse de la fonction extraction_porta_pampa (BDD VIGIE), j’ai identifié l’origine de l’anomalie sur la commande 403518982 (PS_EPS).

Actuellement, la valeur retournée provient du ND support (via i_support), ce qui explique la redondance du 0494359820.

Or, fonctionnellement, pour ce type de commande, la liste des ND doit être récupérée depuis f_liste_nd_demande (via f_demande), afin de faire apparaître la séquence complète attendue (0494359821 à 0494359849).

Pour correction, il conviendrait :

de privilégier la récupération du ND depuis f_liste_nd_demande (l2.nd).
Suite à la correction que je viens d’effectuer dans la requête, j’ai remplacé i.support par l2.nd afin de remonter la séquence correcte:
SELECT

    i.id_canal,

    i.code_ic,

    l2.nd,

    to_char(i.date_chgt_etat, 'YYYY-MM-DD HH24:MI:SS') AS date_chgt_etat,

    i.etat_commande,

    coalesce(

        to_char(l2.code_reach),

        get_cplt_value(cc.CPLT_SERVICE,'Z0BPQR'),

        to_char(ll.code_reach),

        to_char(cpp.code_reach)

    ) AS code_reach,

    i.code_revendeur,

    oo.code_offre,

    get_cplt_value(cc.CPLT_SERVICE,'TypePorta') AS TypePorta,

    c.code_canal,

    fd.nd_debut,

    fd.nd_fiab,

    fd.nd_tete,

    fd.nombre

FROM s_ic i

    INNER JOIN s_offre oo ON oo.id_offre = i.id_offre

    INNER JOIN s_canal c ON c.id_canal = i.id_canal

    LEFT JOIN s_cplt_ic cc ON cc.code_ic = i.code_ic

    LEFT JOIN F_sequence_SDA fd ON fd.code_ic = i.id_cde_frontal

    LEFT JOIN f_demande dd ON dd.code_ic = i.id_cde_frontal

    LEFT JOIN f_liste_nd_demande l2 ON l2.code_ic = dd.code_ic

    LEFT JOIN f_liste_nd_demande ll ON ll.code_ic = fd.code_ic

    LEFT JOIN f_cplt_portabilite cpp ON cpp.code_ic = i.code_ic

WHERE

    (oo.groupe IN (1400,1401) OR oo.code_offre = 'PSSUP')

    AND upper(oo.code_offre) NOT IN ('PSNG+A','PSNG+R','PSG+A','PSG+R','PSP')

    AND i.etat_commande IN ('EXE','NEX','ANN')

    AND i.id_canal = 3

    AND i.code_ic = 403518982

 

UNION ALL

 

SELECT

    i.id_canal,

    i.code_ic,

    I.support, 

    to_char(i.date_chgt_etat, 'YYYY-MM-DD HH24:MI:SS') AS date_chgt_etat,

    i.etat_commande,

    coalesce(

        to_char(l2.code_reach),

        get_cplt_value(cc.CPLT_SERVICE,'Z0BPQR'),

        to_char(ll.code_reach),

        to_char(cpp.code_reach)

    ) AS code_reach,

    i.code_revendeur,

    oo.code_offre,

    get_cplt_value(cc.CPLT_SERVICE,'TypePorta') AS TypePorta,

    c.code_canal,

    fd.nd_debut,

    fd.nd_fiab,

    fd.nd_tete,

    fd.nombre

FROM s_ic i

    INNER JOIN s_offre oo ON oo.id_offre = i.id_offre

    INNER JOIN s_canal c ON c.id_canal = i.id_canal

    LEFT JOIN s_cplt_ic cc ON cc.code_ic = i.code_ic

    LEFT JOIN f_demande_complexe fdc ON fdc.chrono_op = CAST(i.code_ic AS VARCHAR2(15))

    LEFT JOIN f_demande fdd ON fdd.id_ic_cplx = fdc.id_ic_cplx

    LEFT JOIN F_sequence_SDA fd ON fd.code_ic = fdd.code_ic

    LEFT JOIN f_liste_nd_demande l2 ON l2.code_ic = fdd.code_ic

    LEFT JOIN f_liste_nd_demande ll ON ll.code_ic = fd.code_ic

    LEFT JOIN f_cplt_portabilite cpp ON cpp.code_ic = i.code_ic

WHERE

    (oo.groupe IN (1400,1401) OR oo.code_offre = 'PSSUP')

    AND upper(oo.code_offre) NOT IN ('PSNG+A','PSNG+R','PSG+A','PSG+R','PSP')

    AND i.etat_commande IN ('EXE','NEX','ANN')

    AND i.reciprocite = 1

    AND fdc.id_ic_cplx_corr IS NULL

    AND i.code_ic = 403518982;

Merci de vérifier et d’adapter la requête en conséquence.";17/02/2026;18/02/2026;✅ Résolu en 1 jour;
;2602G11094;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF02_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF02_WARN'. 1 <= 1.00 <= 2147483646] ;Akram Sahli ;Support VIO;Résolu;P3;Commande désormais débloquée;17/02/2026;18/02/2026;✅ Résolu en 1 jour;
;2602G36008;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF02_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF02_WARN'. 1 <= 1.00 <= 2147483646];Akram Sahli ;Support VIO;Résolu;P3;Commande désormais débloquée;18/02/2026;18/02/2026 00:00;✅ Résolu en < 1 jour;
;2602G36285;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF06_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF06_WARN'. 1 <= 1.00 <= 2147483646] ;Akram Sahli ;Support VIO;Résolu;P3;Commande désormais débloquée;18/02/2026;18/02/2026;✅ Résolu en < 1 jour;
;2602G58079;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF04_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF04_WARN'. 1 <= 1.00 <= 2147483646] ;Akram Sahli ;Support VIO;Résolu;P3;Commande désormais débloquée;18/02/2026;18/02/2026 00:00;✅ Résolu en < 1 jour;
;2602G11013;Fop ;"[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_FILESYSTEMS / FreeSpacePercent / idFSA_FLS_var-cache-yum ] : [FSA : FILESYSTEM : Le taux d'espace libre (0 %) du filesystem /var/cache/yum est insuffisant.]

[ RAT2 ] : Attention plusieurs serveurs ou services peuvent être concernés - Voir commentaire

[ RAT2 ] : Attention plusieurs serveurs ou services peuvent être concernés - Voir commentaire";Akram Sahli ;Support VIO;Résolu;P2;"Le batch d’envoi étant un job générique, il n’est pas prévu de le désactiver.

Action recommandée : retirer le partenaire de la configuration afin d’éviter tout déclenchement du job sur ce flux obsolète.
";17/02/2026;23/02/2026;✅ Résolu en 4 jours;
;2602I56415;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF02_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF02_WARN'. 1 <= 1.00 <= 2147483646] ;Akram Sahli ;Support VIO;Résolu;P3;Commande désormais débloquée;24/02/2026;24/02/2026;✅ Résolu en < 1 jour;
;2602I64390;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF06_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF06_WARN'. 1 <= 1.00 <= 2147483646] ;Akram Sahli ;Support VIO;Résolu;P3;Commande désormais débloquée;24/02/2026;25/02/2026 00:00;✅ Résolu en 1 jour;
;2602I84588;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF06_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF06_WARN'. 1 <= 1.00 <= 2147483646];Akram Sahli ;Support VIO;Résolu;P3;Commande désormais débloquée;25/02/2026;25/02/2026;✅ Résolu en < 1 jour;
;2602D71794;Fop ;commande bloquèe;Mariem Hammami;Support VIO;Résolu;P3;La livraison de la commande a pris plus de temps que prévu, mais elle est désormais correctement exécutée.;17/02/2026;26/02/2026;✅ Résolu en 7 jours;
;2602J29923;Sagic;etat de commande dans Sagic;Akram Sahli ;Support VIO;Résolu;P4;veuillez trouver ci-joint le fichier CSV contenant l’ensemble des états de commande dans Sagic.;26/02/2026;27/02/2026;✅ Résolu en 1 jour;
;2602J26654;Fop ;Bonjour, pouvez-vous transmettre l'AR de la commande chrono CT299333 du 0328820805 s'il vous plaît. En vous remerciant par avance, cordialement ;Mariem Hammami;Support VIO;Résolu;P4;répondre par mail;26/02/2026;03/03/2026 00:00;✅ Résolu en 3 jours;
;2603K70941;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_FILES / Exists / idWAS_LOG_Log_reemission_fichiers_MOP_log ] : [Alarm #1 of global parameter 'Exists' triggered on 'SW_FILES.idWAS_LOG_Log_reemission_fichiers_MOP_log'. 0 <= 0.00 <= 0] ;Akram Sahli ;Support VIO;Résolu;P3;sujet problème de la clé public côté operateur qui bloque la reception du fichier côté APNF ;03/03/2026;03/03/2026;✅ Résolu en < 1 jour;
;2603L28442;Fop ;commande dans fop mais pas a l apnf;Mariem Hammami;Support VIO;Résolu;P3;J’ai identifié 7 fichiers absents côté APNF ;04/03/2026;05/03/2026;✅ Résolu en 1 jour;
;2603M58410;Vigie;[VIGIE_VI] / [SMC4, BRONZE, SOX] / [OBV_CFT_TRANSFERT / MatchingLine / failed ] : [CFT : transfert(s) en erreur : Part=OP73RCFT DTSA= IDF=VIG73R1 IDT=C0900580 Diags= - Historique Observabilite It] ;Mariem Hammami;Support VIO;Résolu;P4;Il s’agit d’un problème de connectivité ou d’indisponibilité du partenaire CFT OP73RCFT au moment du transfert, et non d’un problème applicatif côté VIGIE.;09/03/2026;10/03/2026;✅ Résolu en 1 jour;
;2603N46542;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF06_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF06_WARN'. 1 <= 1.00 <= 2147483646] ;Akram Sahli ;Support VIO;Résolu;P3;Commande désormais débloquée;11/03/2026;11/03/2026;✅ Résolu en < 1 jour;
;2603N41872;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_FILES / Exists / idWAS_LOG_Log_reemission_fichiers_MOP_log ] : [Alarm #1 of global parameter 'Exists' triggered on 'SW_FILES.idWAS_LOG_Log_reemission_fichiers_MOP_log'. 0 <= 0.00 <= 0] ;Akram Sahli ;Support VIO;Résolu;P3;"
Il s’agit d’un problème de clé publique côté opérateur, ce qui bloque la réception du fichier en provenance de l’APNF";11/03/2026;11/03/2026;✅ Résolu en < 1 jour;
;2603N58848;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF04_WARN] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF04_WARN'. 1 <= 1.00 <= 2147483646];Akram Sahli ;Support VIO;Résolu;P3;Commande désormais débloquée;11/03/2026;11/03/2026;✅ Résolu en < 1 jour;
;2603N58824;Parc;[VAD MOBILE] / [SMC2, OR, SOX] / [REMCOLL_NOOPI_JOB / ENDED_NOT_OK / JU.M22.LEC.EXP] : [NOOPI : le job JU.M22.LEC.EXP (WORKFLOW : W.M22.LEC.EXP.X.BS01, RUNID : 1713051799, CLIENTNUM : 1705 ) s est termine dans l etat ENDED_NOT_OK a 14:00:59.];Akram Sahli ;Support VIO;Résolu;P2;ce ticket ne concerne pas l’application VIO;11/03/2026;12/03/2026 00:00;✅ Résolu en 1 jour;
;2603L91468;Fop ; commande dans eko mais pas dans fop PS_E;Mariem Hammami;Support VIO;Résolu;P3;"
J’ai créé une nouvelle commande dans Sagic, puis je l’ai vérifiée dans FOP où elle a bien été générée. Le fichier .port a également été créé correctement.

Ensuite, je suis revenu dans Sagic pour renseigner le ND dans le formulaire 24. La commande est désormais dans l’état « transmise » et suit actuellement son cycle normal de livraison.";06/03/2026;13/03/2026;✅ Résolu en 5 jours;
;2603P01209;Fop ;DESCRIPTION : [P3] : [FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_FILES / Exists / idWAS_LOG_Log_reemission_fichiers_MOP_log ] : [Alarm #1 of global parameter 'Exists' triggered on 'SW_FILES.idWAS_LOG_Log_reemission_fichiers_MOP_log'.  0 <= 0.00 <= 0];Akram Sahli ;Support VIO;Résolu;P3;"Suite à une supervision sur la transmission des fichiers FT, une erreur CR015 : ""L'opérateur destinataire du fichier MIT n'est pas déclaré dans le SIC APNF"" a été constatée pour l'opérateur concerné. Après vérification des logs, il apparaît que l'opérateur ne reçoit plus les fichiers FT depuis le 27/12. Après échange avec l'équipe métier, il a été confirmé que Parabole ne fait plus de port pour cet opérateur, et qu'en conséquence aucun envoi de fichiers n'est désormais attendu. Le comportement est donc normal et ne nécessite pas d'action supplémentaire.";16/03/2026;16/03/2026;✅ Résolu en < 1 jour;
